bloomberg_name	lps_deal_no	intex_group	lps_pool_id	tranche_count
AMSI 2004-R6	A4R06	2	AVX	8
AMSI 2004-R7	A4R07	1	AU5	12
AMSI 2004-R7	A4R07	2	AU6	16
AMSI 2004-R8	A4R08	1	AU7	11
AMSI 2004-R8	A4R08	2	AU8	14
AMSI 2004-R9	A4R09	1	AU9	10
AMSI 2004-R9	A4R09	2	AU0	12
AMSI 2005-R1	A5R01	1	A27	12
AMSI 2005-R1	A5R01	2	A28	12
AMSI 2005-R1	A5R01	3	A29	14
AMSI 2005-R10	A5R10	1	A5S	11
AMSI 2005-R10	A5R10	2	A5T	13
AMSI 2005-R11	A5R11	1	A5W	11
AMSI 2005-R11	A5R11	2	A5X	14
AMSI 2005-R2	A5R02	1	A20	13
AMSI 2005-R2	A5R02	2	A2T	13
AMSI 2005-R2	A5R02	3	A2U	15
AMSI 2005-R3	A5R03	1	A31	12
AMSI 2005-R3	A5R03	2	A32	12
AMSI 2005-R3	A5R03	3	A33	14
AMSI 2005-R4	A5R04	1	A36	13
AMSI 2005-R4	A5R04	2	A37	15
AMSI 2005-R5	A5R05	1	A3R	13
AMSI 2005-R5	A5R05	2	A3S	14
AMSI 2005-R6	A5R06	1	A5H	13
AMSI 2005-R6	A5R06	2	A5I	12
AMSI 2005-R7	A5R07	1	A5J	16
AMSI 2005-R7	A5R07	2	A5K	16
AMSI 2005-R8	A5R08	1	A5L	13
AMSI 2005-R8	A5R08	2	A5M	16
AMSI 2005-R9	A5R09	1	A5N	12
AMSI 2005-R9	A5R09	2	A5O	14
AMSI 2005-R9	A5R09	3	A5P	6
AMSI 2006-R1	A6R01	1	A6K	12
AMSI 2006-R1	A6R01	2	A6L	15
AMSI 2006-R2	A6R02	1	A6O	12
AMSI 2006-R2	A6R02	2	A6P	14
AMT 2003-1	S3S0A	1	SJ1	9
AMT 2003-1	S3S0A	2	SJ2	8
AQNIM 2004-FRN1		0		2
AQNIM 2004-IAN1		0		2
AQNIM 2004-RN6		0		1
AQNIM 2005-RN4		0		1
AQNIM 2005-RN7		0		2
ARC 2000-BC1	ARC01	0		5
ARC 2000-BC2	ARC02	0		4
ARC 2000-BC3	ARC03	0		4
ARC 2001-BC1	ARC11	0	AR0	5
ARC 2001-BC2	ARC12	0		8
ARC 2001-BC3	ARC13	0		5
ARC 2001-BC4	ARC14	0		6
ARC 2001-BC5	ARC15	1	ARI	5
ARC 2001-BC5	ARC15	2	ARJ	4
ARC 2001-BC6	ARC16	0	ARK	5
ARC 2002-BC1	ARC21	0	ARL	5
ARC 2002-BC10	ARC2A	1	S8V	7
ARC 2002-BC10	ARC2A	2	S8W	7
ARC 2002-BC10	ARC2A	3	S8X	7
ARC 2002-BC2	ARC22	0	ARP	5
ARC 2002-BC3M	ARC23	0	S8J	6
ARC 2002-BC4	ARC24	0	S8L	6
ARC 2002-BC5	ARC25	0	S8M	6
ARC 2002-BC6	ARC26	1	S8N	6
ARC 2002-BC6	ARC26	2	S8O	8
ARC 2002-BC7	ARC27	1	S8P	12
ARC 2002-BC7	ARC27	2	S8Q	13
ARC 2002-BC8	ARC28	1	S8R	8
ARC 2002-BC8	ARC28	2	S8S	9
ARC 2002-BC9	ARC29	1	S8T	7
ARC 2002-BC9	ARC29	2	S8U	7
ARC 2004-1	ARC41	1	S8Y	13
ARC 2004-1	ARC41	2	S8Z	14
ARMT 2004-1	AD401	1	A1O	11
ARMT 2004-1	AD401	2	A1P	8
ARMT 2004-1	AD401	3	A1Q	8
ARMT 2004-1	AD401	4	A1R	8
ARMT 2004-1	AD401	5	A1S	8
ARMT 2004-1	AD401	6	A1T	8
ARMT 2004-1	AD401	7	A1U	8
ARMT 2004-1	AD401	8	A1V	8
ARMT 2004-1	AD401	9	A1X	5
ARMT 2004-1	AD401	9	A1W	5
ARMT 2004-1	AD401	9A	A1W	2
ARMT 2004-1	AD401	9B	A1X	6
ARMT 2004-2	AD402	1	A3A	10
ARMT 2004-2	AD402	2	A3B	10
ARMT 2004-2	AD402	3	A3C	9
ARMT 2004-2	AD402	4	A3D	11
ARMT 2004-2	AD402	5	A3E	8
ARMT 2004-2	AD402	6	A3F	8
ARMT 2004-2	AD402	7	A3G	5
ARMT 2004-2	AD402	7	A3H	5
ARMT 2004-2	AD402	7A	A3G	2
ARMT 2004-2	AD402	7B	A3H	5
ARMT 2004-3	AD403	1	A15	11
ARMT 2004-3	AD403	2	A16	9
ARMT 2004-4	AD404	1	A4A	10
ARMT 2004-4	AD404	2	A4B	8
ARMT 2004-4	AD404	3	A4C	8
ARMT 2004-4	AD404	4	A4D	8
ARMT 2004-4	AD404	5	A4F	5
ARMT 2004-4	AD404	5	A4G	5
ARMT 2004-4	AD404	5	A4E	5
ARMT 2004-4	AD404	5A	A4E	2
ARMT 2004-4	AD404	5B	A4F	2
ARMT 2004-4	AD404	5C	A4G	3
ARMT 2004-5	AD405	1	A4H	10
ARMT 2004-5	AD405	2	A4I	8
ARMT 2004-5	AD405	3	A4J	8
ARMT 2004-5	AD405	4	A4K	8
ARMT 2004-5	AD405	5	A4L	8
ARMT 2004-5	AD405	6	A4M	8
ARMT 2004-5	AD405	7	A4N	7
ARMT 2004-5	AD405	8	A4O	6
ARMT 2005-1	AD501	1	A4P	13
ARMT 2005-1	AD501	2	A4Q	13
ARMT 2005-1	AD501	3	A4R	11
ARMT 2005-1	AD501	4	A4S	11
ARMT 2005-1	AD501	5	A4T	5
ARMT 2005-1	AD501	5	A4U	5
ARMT 2005-1	AD501	5A	A4T	3
ARMT 2005-1	AD501	5B	A4U	2
ARMT 2005-10	AD510	1	GMJ	12
ARMT 2005-10	AD510	2	GMK	8
ARMT 2005-10	AD510	3	GML	12
ARMT 2005-10	AD510	4	GMM	9
ARMT 2005-10	AD510	5	GMN	9
ARMT 2005-10	AD510	6	GMO	12
ARMT 2005-11	AD511	1	GNI	10
ARMT 2005-11	AD511	2	GNJ	12
ARMT 2005-11	AD511	3	GNK	7
ARMT 2005-11	AD511	4	GNL	8
ARMT 2005-11	AD511	5	GNM	8
ARMT 2005-12	AD512	1	0C3	10
ARMT 2005-12	AD512	2	0C4	8
ARMT 2005-12	AD512	3	0C5	8
ARMT 2005-12	AD512	4	0C6	8
ARMT 2005-12	AD512	5	0C7	8
ARMT 2005-2	AD502	1	A4V	11
ARMT 2005-2	AD502	2	A4W	7
ARMT 2005-2	AD502	3	A4X	7
ARMT 2005-2	AD502	4	A4Y	7
ARMT 2005-2	AD502	5	A4Z	9
ARMT 2005-2	AD502	6	A40	6
ARMT 2005-2	AD502	6	A41	6
ARMT 2005-2	AD502	6A	A40	2
ARMT 2005-2	AD502	6B	A41	1
ARMT 2005-3	AD503	1	A42	13
ARMT 2005-3	AD503	2	A43	10
ARMT 2005-3	AD503	3	A44	10
ARMT 2005-3	AD503	4	A45	10
ARMT 2005-3	AD503	5	A46	10
ARMT 2005-3	AD503	6	A47	10
ARMT 2005-3	AD503	7	A48	12
ARMT 2005-3	AD503	8A	A49	2
ARMT 2005-3	AD503	8B	A50	4
ARMT 2005-4	AD504	1	A51	10
ARMT 2005-4	AD504	2	A52	8
ARMT 2005-4	AD504	3	A53	8
ARMT 2005-4	AD504	4	A54	8
ARMT 2005-4	AD504	5	A55	8
ARMT 2005-4	AD504	6	A56	10
ARMT 2005-4	AD504	7	A57	5
ARMT 2005-4	AD504	7	A58	5
ARMT 2005-4	AD504	7A	A57	2
ARMT 2005-4	AD504	7B	A58	4
ARMT 2005-5	AD505	1	A5A	12
ARMT 2005-5	AD505	2	A5B	10
ARMT 2005-5	AD505	3	A5C	13
ARMT 2005-5	AD505	4	A5D	9
ARMT 2005-5	AD505	5	A5E	11
ARMT 2005-5	AD505	6A	A5F	3
ARMT 2005-5	AD505	6B	A5G	3
ARMT 2005-6A	AD56A	1	GN9	16
ARMT 2005-6A	AD56A	2	GNA	10
ARMT 2005-7	AD507	1	I2X	12
ARMT 2005-7	AD507	2	I2Y	12
ARMT 2005-7	AD507	3	I2Z	10
ARMT 2005-7	AD507	4	I30	10
ARMT 2005-7	AD507	5	I31	9
ARMT 2005-7	AD507	6	I32	9
ARMT 2005-7	AD507	7	I33	5
ARMT 2005-7	AD507	7	I34	5
ARMT 2005-7	AD507	7A	I33	2
ARMT 2005-7	AD507	7B	I34	2
ARMT 2005-8	AD508	1	GN1	14
ARMT 2005-8	AD508	2	GN2	13
ARMT 2005-8	AD508	3	GN3	13
ARMT 2005-8	AD508	4	GN4	14
ARMT 2005-8	AD508	5	GN5	11
ARMT 2005-8	AD508	6	GN6	11
ARMT 2005-8	AD508	7	GN7	5
ARMT 2005-8	AD508	7	GN8	5
ARMT 2005-8	AD508	7A	GN7	2
ARMT 2005-8	AD508	7B	GN8	4
ARMT 2005-9	AD509	1	GJ9	15
ARMT 2005-9	AD509	2	GJA	9
ARMT 2005-9	AD509	3	GJB	10
ARMT 2005-9	AD509	4	GJC	9
ARMT 2005-9	AD509	5	GJD	10
ARMT 2006-1	AD601	1	0KF	14
ARMT 2006-1	AD601	2	0KG	11
ARMT 2006-1	AD601	3	0KH	13
ARMT 2006-1	AD601	4	0KI	11
ARMT 2006-1	AD601	5	0KJ	11
ARMT 2006-1	AD601	6	0KK	8
ARMT 2006-2	AD602	1	0Q0	14
ARMT 2006-2	AD602	2	0Q1	9
ARMT 2006-2	AD602	3	0Q2	9
ARMT 2006-2	AD602	4	0Q3	9
ARMT 2006-2	AD602	5	0Q4	9
ARMT 2006-2	AD602	6	0Q5	8
ARMT 2006-3	AD603	1	0RH	9
ARMT 2006-3	AD603	"1,3"	0RH	1
ARMT 2006-3	AD603	2	0RI	8
ARMT 2006-3	AD603	3	0RJ	8
ARMT 2006-3	AD603	4	0RK	18
ARMT 2007-1	AD701	1	0UJ	11
ARMT 2007-1	AD701	2	0UK	8
ARMT 2007-1	AD701	3	0UL	11
ARMT 2007-1	AD701	4	0UM	9
ARMT 2007-1	AD701	5	0UN	18
ARMT 2007-2	AD702	1	574	12
ARMT 2007-2	AD702	2	575	13
ARNIM 2004-WN4		0		2
ARNIM 2004-WN8		0		3
ARSI 03-W4	AG3W4	1	AUK	6
ARSI 03-W4	AG3W4	2	AUL	6
ARSI 04-W3	AG4W3	0	AVE	8
ARSI 2003-W1	AG3W1	1	AUA	9
ARSI 2003-W1	AG3W1	2	AUB	10
ARSI 2003-W10	AG3W0	1	AUX	7
ARSI 2003-W10	AG3W0	2	AUY	8
ARSI 2003-W2	AG3W2	0	AUC	8
ARSI 2003-W3	AG3W3	1	AUJ	9
ARSI 2003-W3	AG3W3	2	J0A	8
ARSI 2003-W3	AG3W3	3	J0B	13
ARSI 2003-W5	AG3W5	1	AUM	8
ARSI 2003-W5	AG3W5	2	AUN	8
ARSI 2003-W5	AG3W5	3	AVD	12
ARSI 2003-W6	AG3W6	1	AUO	4
ARSI 2003-W6	AG3W6	2	AUP	4
ARSI 2003-W6	AG3W6	3	AUQ	8
ARSI 2003-W7	AG3W7	1	AUR	10
ARSI 2003-W7	AG3W7	2	AUS	12
ARSI 2003-W8	AG3W8	1	AUT	8
ARSI 2003-W8	AG3W8	2	AUU	8
ARSI 2003-W9	AG3W9	1	AUV	11
ARSI 2003-W9	AG3W9	2	AUW	12
ARSI 2004-PW1	AG4P1	1	AX0	14
ARSI 2004-PW1	AG4P1	2	AZA	13
ARSI 2004-W1	AG4W1	1	AVA	8
ARSI 2004-W1	AG4W1	2	AVB	10
ARSI 2004-W1	AG4W1	3	AVC	8
ARSI 2004-W10	A4W10	1	A6A	10
ARSI 2004-W10	A4W10	2	A6B	10
ARSI 2004-W11	A4W11	1	A6C	12
ARSI 2004-W11	A4W11	2	A6D	14
ARSI 2004-W4	AG4W4	0	AVI	5
ARSI 2004-W5	AG4W5	1	AVL	9
ARSI 2004-W5	AG4W5	2	AVM	9
ARSI 2004-W5	AG4W5	3	AVN	13
ARSI 2004-W6	AG4W6	1	A0L	9
ARSI 2004-W6	AG4W6	2	A0M	10
ARSI 2004-W6	AG4W6	3	A0N	8
ARSI 2004-W7	AG4W7	1	AVO	12
ARSI 2004-W7	AG4W7	2	AVP	13
ARSI 2004-W8	AG4W8	1	AVQ	13
ARSI 2004-W8	AG4W8	2	AVR	14
ARSI 2004-W9	AG4W9	1	AVY	7
ARSI 2004-W9	AG4W9	2	AVZ	7
ARSI 2005-W1	A5W01	1	A6E	1
ARSI 2005-W1	A5W01	2	A6F	1
ARSI 2005-W2	A5W02	1	A6G	14
ARSI 2005-W2	A5W02	2	A6H	17
ARSI 2005-W3	A5W03	1	A5Q	13
ARSI 2005-W3	A5W03	2	A5R	16
ARSI 2005-W4	A5W04	1	A5U	12
ARSI 2005-W4	A5W04	2	A5V	12
ARSI 2005-W5	A5W05	1	A5Y	10
ARSI 2005-W5	A5W05	2	A5Z	13
ARSI 2006-M1	A6M01	1	B6I	11
ARSI 2006-M1	A6M01	2	B6J	14
ARSI 2006-M2	A6M02	1	B6K	12
ARSI 2006-M2	A6M02	2	B6L	15
ARSI 2006-M3	A6M03	1	AHI	11
ARSI 2006-M3	A6M03	2	AHJ	14
ARSI 2006-W1	A6W01	1	A6I	11
ARSI 2006-W1	A6W01	2	A6J	14
ARSI 2006-W2	A6W02	1	A6M	11
ARSI 2006-W2	A6W02	2	A6N	13
ARSI 2006-W3	A6W03	1	A6Q	12
ARSI 2006-W3	A6W03	2	A6R	15
ARSI 2006-W4	A6W04	1	A64	11
ARSI 2006-W4	A6W04	2	A65	14
ARSI 2006-W5	A6W05	1	B64	11
ARSI 2006-W5	A6W05	2	B65	14
ASBST 2005-5	AE505	1	GNN	19
ASBST 2005-5	AE505	2	GNO	16
BAFC 2000-1	BAF01	1	BF1	1
BAFC 2000-1	BAF01	2	BF2	9
BAFC 2002-1	BAF21	0	BF3	14
BAFC 2002-2	BAF22	0	BF4	14
BAFC 2003-1	BAF31	0	BF5	10
BAFC 2003-2	BAF32	1	BF6	11
BAFC 2003-2	BAF32	2	BF7	9
BAFC 2003-3	BAF33	1	BF8	55
BAFC 2003-3	BAF33	2	BF9	10
BAFC 2004-1	BAF41	1	BH0	11
BAFC 2004-1	BAF41	"1,2,3,4"	BH0	1
BAFC 2004-1	BAF41	2	BH1	10
BAFC 2004-1	BAF41	3	BH2	10
BAFC 2004-1	BAF41	4	BH3	10
BAFC 2004-1	BAF41	5	BH4	8
BAFC 2004-1	BAF41	"5,6,7"	BH4	1
BAFC 2004-1	BAF41	6	BH5	9
BAFC 2004-1	BAF41	7	BH6	9
BAFC 2004-1	BAF41	8	BH7	9
BAFC 2004-2	BAF42	1	BH8	11
BAFC 2004-2	BAF42	2	BH9	10
BAFC 2004-2	BAF42	3	BIA	27
BAFC 2004-3	BAF43	1	BIG	20
BAFC 2004-3	BAF43	2	BIH	11
BAFC 2004-4	BAF44	1	BIP	16
BAFC 2004-4	BAF44	2	BIQ	7
BAFC 2004-4	BAF44	3	BIR	8
BAFC 2004-5	BAF45	0	BIX	31
BAFC 2004-A	BA4A1	1	BIB	12
BAFC 2004-A	BA4A1	2	BIC	7
BAFC 2004-A	BA4A1	3	BID	7
BAFC 2004-A	BA4A1	4	BIE	7
BAFC 2004-A	BA4A1	5	BIF	7
BAFC 2004-B	BA4B1	1	BII	10
BAFC 2004-B	BA4B1	2	BIJ	8
BAFC 2004-B	BA4B1	3	BIK	13
BAFC 2004-B	BA4B1	4	BIL	10
BAFC 2004-B	BA4B1	5	BIM	7
BAFC 2004-B	BA4B1	6	BIN	8
BAFC 2004-B	BA4B1	7	BIO	4
BAFC 2004-C	BA4C1	1	BIS	7
BAFC 2004-C	BA4C1	2	BIT	9
BAFC 2004-C	BA4C1	3	BIU	7
BAFC 2004-C	BA4C1	4	BIV	2
BAFC 2004-C	BA4C1	5	BIW	1
BAFC 2004-D	BA4D1	1	BNA	9
BAFC 2004-D	BA4D1	2	BNB	7
BAFC 2004-D	BA4D1	3	BNC	7
BAFC 2004-D	BA4D1	4	BND	7
BAFC 2004-D	BA4D1	5	BNE	8
BAFC 2005-1	BAF51	0	BNF	19
BAFC 2005-2	BAF52	1	BNP	30
BAFC 2005-2	BAF52	2	BNQ	13
BAFC 2005-3	BAF53	0	BNY	36
BAFC 2005-3	BAF53	NULL	BNY	8
BAFC 2005-4	BAF54	1	GJW	15
BAFC 2005-4	BAF54	2	GJX	14
BAFC 2005-5	BAF55	1	GQO	20
BAFC 2005-5	BAF55	2	GQP	10
BAFC 2005-5	BAF55	3	GQQ	16
BAFC 2005-6	BAF56	1	GRI	19
BAFC 2005-6	BAF56	2	GRJ	21
BAFC 2005-7	BAF57	1	0DQ	13
BAFC 2005-7	BAF57	2	0DR	16
BAFC 2005-7	BAF57	3	0DS	25
BAFC 2005-7	BAF57	4	0DT	16
BAFC 2005-8	BAF58	1	0FA	11
BAFC 2005-8	BAF58	2	0FB	17
BAFC 2005-8	BAF58	3	0FC	13
BAFC 2005-8	BAF58	4	0FD	37
BAFC 2005-A	BA5D1	1	BNG	8
BAFC 2005-A	BA5D1	2	BNH	10
BAFC 2005-A	BA5D1	3	BNI	7
BAFC 2005-A	BA5D1	4	BNJ	7
BAFC 2005-A	BA5D1	5A	BNK	6
BAFC 2005-A	BA5D1	5B	BNL	6
BAFC 2005-B	BA5B1	1	BNM	8
BAFC 2005-B	BA5B1	2	BNN	7
BAFC 2005-B	BA5B1	3A	BNO	9
BAFC 2005-B	BA5B1	3B	BNU	9
BAFC 2005-C	BA5C1	1	BNV	8
BAFC 2005-C	BA5C1	2	BNW	8
BAFC 2005-D	BA5DA	02	I3V	1
BAFC 2005-D	BA5DA	3	I3V	8
BAFC 2005-E	BA5DE	1	I3W	10
BAFC 2005-E	BA5DE	2	I3X	8
BAFC 2005-E	BA5DE	3	I3Y	7
BAFC 2005-E	BA5DE	4	I3Z	7
BAFC 2005-E	BA5DE	5	I40	7
BAFC 2005-E	BA5DE	6	I41	7
BAFC 2005-E	BA5DE	7	I42	9
BAFC 2005-E	BA5DE	8	I43	9
BAFC 2005-E	BA5DE	9	I44	8
BAFC 2005-F	BA5DF	1	GLR	12
BAFC 2005-F	BA5DF	2	GLS	9
BAFC 2005-F	BA5DF	3	GLT	8
BAFC 2005-F	BA5DF	4	GLU	8
BAFC 2005-F	BA5DF	5	GLV	8
BAFC 2005-F	BA5DF	6	GLW	8
BAFC 2005-G	BA5DG	1	GQR	9
BAFC 2005-G	BA5DG	2	GQS	8
BAFC 2005-G	BA5DG	3	GQT	8
BAFC 2005-H	BA5DH	1	GRK	10
BAFC 2005-H	BA5DH	2	GRL	8
BAFC 2005-H	BA5DH	3	GRM	8
BAFC 2005-H	BA5DH	4	GRN	8
BAFC 2005-H	BA5DH	5	GRO	8
BAFC 2005-H	BA5DH	6	GRP	8
BAFC 2005-H	BA5DH	7	GRQ	2
BAFC 2005-H	BA5DH	8	GRR	2
BAFC 2005-H	BA5DH	9	GRS	2
BAFC 2006-1	BA6D1	1	0IS	36
BAFC 2006-1	BA6D1	2	0IT	10
BAFC 2006-1	BA6D1	3	0IU	11
BAFC 2006-2	BA6D2	1	0KY	13
BAFC 2006-2	BA6D2	"1,5"	0KY	1
BAFC 2006-2	BA6D2	2	0KZ	32
BAFC 2006-2	BA6D2	3	0K0	10
BAFC 2006-2	BA6D2	4	0K1	11
BAFC 2006-2	BA6D2	"4,5"	0K1	1
BAFC 2006-2	BA6D2	5	0K2	12
BAFC 2006-2	BA6D2	6	0K3	13
BAFC 2006-3	BA6D3	1	A7J	10
BAFC 2006-3	BA6D3	2	A7K	9
BAFC 2006-3	BA6D3	3	A7L	9
BAFC 2006-3	BA6D3	4	A7M	25
BAFC 2006-3	BA6D3	"4,5"	A7M	2
BAFC 2006-3	BA6D3	5	A7N	5
BAFC 2006-3	BA6D3	"5,7"	A7O	2
BAFC 2006-3	BA6D3	5A	A7N	7
BAFC 2006-3	BA6D3	5B	A7O	8
BAFC 2006-3	BA6D3	6	A7P	8
BAFC 2006-4	BA6D4	0	B7P	41
BAFC 2006-5	BA6D5	1	B7T	20
BAFC 2006-5	BA6D5	"1,3"	B7T	1
BAFC 2006-5	BA6D5	2	B7U	20
BAFC 2006-5	BA6D5	3	B7V	11
BAFC 2006-5	BA6D5	4	B7W	14
BAFC 2006-6	BA6D6	1	B7Q	33
BAFC 2006-6	BA6D6	2	B7R	13
BAFC 2006-6	BA6D6	3	B7S	12
BAFC 2006-7	BA6D7	1	OO1	20
BAFC 2006-7	BA6D7	T2	OO2	22
BAFC 2006-8T2	BA6D8	0	00H	21
BAFC 2006-A	BA6DA	1	0HS	9
BAFC 2006-A	BA6DA	2	0HT	9
BAFC 2006-A	BA6DA	3	0HU	4
BAFC 2006-A	BA6DA	4	0HV	3
BAFC 2006-A	BA6DA	5	0HW	8
BAFC 2006-A	BA6DA	6	0HX	8
BAFC 2006-B	BA6DB	1	0K4	9
BAFC 2006-B	BA6DB	2	0K5	8
BAFC 2006-B	BA6DB	3	0K6	8
BAFC 2006-B	BA6DB	4	0K7	8
BAFC 2006-B	BA6DB	5	0K8	7
BAFC 2006-B	BA6DB	6	0K9	8
BAFC 2006-B	BA6DB	7	0LA	8
BAFC 2006-C	BA6DC	1	A7Q	9
BAFC 2006-C	BA6DC	2	A7R	8
BAFC 2006-C	BA6DC	3	A7S	8
BAFC 2006-C	BA6DC	4	A7T	10
BAFC 2006-D	BA6DD	1	E1A	11
BAFC 2006-D	BA6DD	2	E1B	9
BAFC 2006-D	BA6DD	3	E1C	8
BAFC 2006-D	BA6DD	4	E1D	10
BAFC 2006-D	BA6DD	5	E1E	11
BAFC 2006-D	BA6DD	6	E1F	13
BAFC 2006-D	BA6DD	7	E4T	13
BAFC 2006-E	BA6DE	1	E1G	9
BAFC 2006-E	BA6DE	2	E1H	10
BAFC 2006-E	BA6DE	3	E1I	8
BAFC 2006-E	BA6DE	4	E1J	8
BAFC 2006-F	BA6DF	1	E2J	9
BAFC 2006-F	BA6DF	2	E3J	8
BAFC 2006-F	BA6DF	3	E4J	8
BAFC 2006-G	BA6DG	1	E4K	8
BAFC 2006-G	BA6DG	2	E4L	12
BAFC 2006-G	BA6DG	3	E4M	10
BAFC 2006-H	BA6DH	1	E4N	9
BAFC 2006-H	BA6DH	2	E4O	10
BAFC 2006-H	BA6DH	3	E4P	10
BAFC 2006-H	BA6DH	4	E4Q	10
BAFC 2006-H	BA6DH	5	E4R	10
BAFC 2006-H	BA6DH	6	E4S	10
BAFC 2006-I	BA6DI	1	00I	10
BAFC 2006-I	BA6DI	2	00J	9
BAFC 2006-I	BA6DI	3	00K	8
BAFC 2006-I	BA6DI	4	00L	7
BAFC 2006-I	BA6DI	5	00M	10
BAFC 2006-I	BA6DI	6	00N	9
BAFC 2006-J	BA60J	1	1QG	8
BAFC 2006-J	BA60J	2	1QH	14
BAFC 2006-J	BA60J	3	1QN	8
BAFC 2006-J	BA60J	4	1QO	14
BAFC 2006-J	BA60J	5	1QP	9
BAFC 2007-1	BD701	1	105	38
BAFC 2007-1	BD701	2	106	21
BAFC 2007-2	BD702	1	107	52
BAFC 2007-2	BD702	2	108	8
BAFC 2007-2	BD702	T2	109	15
BAFC 2007-3	BD703	1	0AQ	10
BAFC 2007-3	BD703	"1,2"	0AQ	2
BAFC 2007-3	BD703	2	0AR	9
BAFC 2007-3	BD703	3	0AS	9
BAFC 2007-3	BD703	T2	0AT	18
BAFC 2007-4	BD704	T2	664	17
BAFC 2007-5	BD705	2	720	4
BAFC 2007-5	BD705	3	721	2
BAFC 2007-5	BD705	6	724	11
BAFC 2007-6	BD706	0	869	11
BAFC 2007-7	BD707	1	977	10
BAFC 2007-7	BD707	2	978	9
BAFC 2007-7	BD707	3	979	22
BAFC 2007-8	BD708	1	0VY	9
BAFC 2007-8	BD708	2	0VZ	9
BAFC 2007-8	BD708	3	0W0	8
BAFC 2007-8	BD708	4	0W1	11
BAFC 2007-A	BD70A	1	100	11
BAFC 2007-A	BD70A	2	103	15
BAFC 2007-B	BD70B	0	259	12
BAFC 2007-C	BD70C	1	367	13
BAFC 2007-C	BD70C	2	368	9
BAFC 2007-C	BD70C	3	369	9
BAFC 2007-C	BD70C	4	370	11
BAFC 2007-C	BD70C	5	371	9
BAFC 2007-C	BD70C	6	372	11
BAFC 2007-C	BD70C	7	373	14
BAFC 2007-D	BD70D	1	613	14
BAFC 2007-D	BD70D	2	614	8
BAFC 2007-D	BD70D	3	615	11
BAFC 2007-E	BD70E	07	0WS	6
BAFC 2007-E	BD70E	08	0WT	6
BAFC 2007-E	BD70E	09	0WU	6
BAFC 2007-E	BD70E	1	0WM	2
BAFC 2007-E	BD70E	10	0WV	10
BAFC 2007-E	BD70E	11	0WW	10
BAFC 2007-E	BD70E	12	0WX	8
BAFC 2007-E	BD70E	2	0WN	2
BAFC 2007-E	BD70E	3	0WO	2
BAFC 2007-E	BD70E	4	0WP	2
BAFC 2007-E	BD70E	5	0WQ	2
BAFC 2007-E	BD70E	6	0WR	2
BAFC 2007-E	BD70E	7	0WS	3
BAFC 2007-E	BD70E	8	0WT	6
BAFC 2007-E	BD70E	9	0WU	4
BAFC 2008-1	BD801	NULL	1UB	14
BALTA 2002-1	BSA22	0		15
BALTA 2002-2	BSAA2	0		8
BALTA 2003-1	BS3A1	0		7
BALTA 2003-2	BS3A2	0		8
BALTA 2003-3	BS3A3	2	ADL	8
BALTA 2003-3	BS3A3	3	ADM	7
BALTA 2003-3	BS3A3	4	ADN	7
BALTA 2003-3	BS3A3	5	ADO	7
BALTA 2003-3	BS3A3	6	ADP	7
BALTA 2003-3	BS3A3	IA	ADJ	6
BALTA 2003-3	BS3A3	IB	ADK	7
BALTA 2003-4	BS3A4	0		9
BALTA 2003-5	BS3A5	1	AD2	13
BALTA 2003-5	BS3A5	2	AD3	10
BALTA 2003-5	BS3A5	3	AD4	8
BALTA 2003-5	BS3A5	4	AD5	8
BALTA 2003-6	BS3A6	1	AD6	11
BALTA 2003-6	BS3A6	2	AD7	11
BALTA 2003-6	BS3A6	3	AD8	8
BALTA 2003-6	BS3A6	4	AD9	8
BALTA 2003-7	BS3A7	0		6
BALTA 2004-1	BS4A1	1	AEE	8
BALTA 2004-1	BS4A1	2	AEF	10
BALTA 2004-1	BS4A1	3	AEG	6
BALTA 2004-1	BS4A1	4	AEH	6
BALTA 2004-1	BS4A1	5	AEI	5
BALTA 2004-10	BS410	1	AGM	8
BALTA 2004-10	BS410	2	AGN	7
BALTA 2004-11	BS411	1	AGT	8
BALTA 2004-11	BS411	2	AGU	7
BALTA 2004-11	BS411	3	AGV	7
BALTA 2004-11	BS411	4	AGW	7
BALTA 2004-11	BS411	5	AGX	7
BALTA 2004-11	BS411	6	AGY	8
BALTA 2004-11	BS411	7	AGZ	8
BALTA 2004-12	BS412	1	ALA	8
BALTA 2004-12	BS412	2	ALB	8
BALTA 2004-12	BS412	3	ALC	8
BALTA 2004-12	BS412	4	ALD	8
BALTA 2004-12	BS412	5	ALE	10
BALTA 2004-12	BS412	6	ALF	10
BALTA 2004-13	BS413	5	ALG	9
BALTA 2004-2	BS4A2	1	AEP	9
BALTA 2004-2	BS4A2	2	AEQ	10
BALTA 2004-2	BS4A2	3	AER	6
BALTA 2004-2	BS4A2	4	AES	5
BALTA 2004-2	BS4A2	5	AET	5
BALTA 2004-3	BS4A3	0	AEU	6
BALTA 2004-3	BS4A3	NULL	AEU	2
BALTA 2004-4	BS4A4	0	AFO	5
BALTA 2004-4	BS4A4	NULL	AFO	3
BALTA 2004-5	BS4A5	1	AFQ	9
BALTA 2004-5	BS4A5	2	AFR	11
BALTA 2004-5	BS4A5	3	AFS	9
BALTA 2004-5	BS4A5	4	AFT	9
BALTA 2004-5	BS4A5	5	AFU	9
BALTA 2004-5	BS4A5	6	AFV	9
